Number,Genebank,Genebank ID,Species code,Species,GPS,GPS,GPS,GPS,Place,Province,COUNTRY,Description,Date of collecton,Elevation,Ploidy
825,CGN,18100,VER,verrucosum,"-266,666",2640S,"-658,166",06549W,P. Tucuman,D. Tafi del Valle,ARG,"Ruta 307, km 97.7, entre Amaicha y Tafi",4/11/1974,2700,24
826,CGN,21321,SPG,spegazzinii,NULL,NULL,NULL,NULL,P. Salta,D. San Carlos,ARG,"Tonco, road to the Don Otto mine",2/24/1971,3300,24
827,CGN,23015,SPG,spegazzinii,-28.95,2857S,-67.7,06742W,P. La Rioja,D. Famatina,ARG,Below la Encrucijada,3/8/1956,2950,24
828,CGN,18034,SPEC,species,NULL,NULL,NULL,NULL,NULL,NULL,ARG,San Varlos,NULL,2000,24
829,CGN,18161,STN,stenotomum,"-183,333",1820S,-67.6,06736W,D. Oruro,P. Carangas,BOL,"39km from Toledo to Corque, near Hauko Kcale.",3/27/1980,3750,24
830,CGN,17621,GON,stenotomum goniocalyx,NULL,NULL,NULL,NULL,D. Cusco,NULL,PER,NULL,NULL,NULL,24
831,CGN,18314,GON,stenotomum goniocalyx,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,24
832,CGN,18237,GON,stenotomum goniocalyx,NULL,NULL,NULL,NULL,NULL,NULL,BOL,NULL,NULL,NULL,24
833,CGN,17625,GON,stenotomum goniocalyx,NULL,NULL,NULL,NULL,NULL,NULL,PER,NULL,NULL,NULL,24
834,CGN,17623,GON,stenotomum goniocalyx,NULL,NULL,NULL,NULL,NULL,NULL,PER,NULL,NULL,NULL,24
835,CGN,962637,STO,stoloniferum,"191,166",1907N,"-987,666",09846W,E. Mexico,NULL,MEX,Near Amecameca,NULL,NULL,48
836,CGN,17607,STO,stoloniferum,19.7,1942N,"-101,116",10107W,E. Michoacan,NULL,MEX,Cerro Punguato near Morelia,8/3/1965,NULL,48
837,CGN,17606,STO,stoloniferum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,48
838,CGN,18348,STO,stoloniferum,"195,833",1935N,"-990,666",09904W,E. Mexico,NULL,MEX,"Mexico City to San Juan del Rio at km 167, highway 57",9/4/1958,3100,48
839,CGN,962615,STO,stoloniferum,NULL,NULL,NULL,NULL,E. Mexico,C. Toluca,MEX,"Toluca, agric. exp. Sta. Elena",NULL,NULL,48
840,CGN,18334,STO,stoloniferum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,"Los cedros, Humboldt road, desserted field",NULL,NULL,48
841,CGN,23072,STO,stoloniferum,"190,833",1905N,"-986,833",09841W,E. Mexico,NULL,MEX,In forest on the road to the volcans behind Amecameca,NULL,3200,48
842,CGN,18333,STO,stoloniferum,"190,833",1905N,"-986,833",09841W,E. Mexico,NULL,MEX,In forest on the road to the volcans behind Amecameca,NULL,3200,48
843,CGN,20628,SCR,sucrense,"-192,333",1914S,-65.85,06551W,D. Potosi,P. Frias,BOL,5 km from Tinguipaya to Potosi,2/28/1980,3320,48
844,CGN,20630,SCR,sucrense,"-195,333",1932S,-65.8,06548W,D. Potosi,P. Frias,BOL,17 km from Potosi to Yocalla,3/2/1980,3240,48
845,CGN,20631,SCR,sucrense,-19.45,1927S,-65.8,06548W,D. Potosi,P. Frias,BOL,1 km from Estancia Mondragon on the old road to Potosi via Miraflores,3/2/1980,3120,48
846,CGN,18187,SCR,sucrense,-19.45,1927S,"-658,166",06549W,D. Potosi,P. Frias,BOL,"Cayara village, 25 km from potosi on the old road to Oruro",3/4/1980,3380,48
847,CGN,20634,SCR,sucrense,"-191,166",1907S,"-648,833",06453W,D. Chuquisaca,P. Yamparaez,BOL,14 km from Tarabuco to Presto,3/11/1980,2810,48
848,CGN,22350,SCR,sucrense,-20.05,2003S,-65.55,06533W,D. Potosi,P. Linares,BOL,105 km from Cotagaita to Potosi via Vitiche,4/1/1980,3130,48
849,CGN,18206,SCR,sucrense,-19.55,1933S,-65.7,06542W,D. Potosi,P. Frias,BOL,5 km from Potosi on road to Betanzos,4/1/1980,3600,48
850,CGN,18105,SCR,sucrense,"-194,666",1928S,"-658,333",06550W,D. Potosi,P. Frias,BOL,"On road to Oruro, 30 km from Potosi, just before Totora",4/19/1974,NULL,48
851,CGN,NULL,TAR,tarijense,-17.52,17?52 S,-65.22,065?22 W,D. Chuquisaca,P. Mizque,BOL,12 km north of Mizque on road to Cochabamba,NULL,2400,24
852,CGN,22729,TAR,tarijense,"-191,166",1907S,"-652,833",06517W,D. Chuquisaca,P. Oropeza,BOL,13km from Sucre to Potosi (Villa Victoria),3/6/1980,2460,24
853,CGN,962224,TAR,tarijense,"-215,666",2134S,"-646,333",06438W,D. Tarija,P. Cercado,BOL,10 km from Tarija to entre rios,3/27/1980,2900,24
854,CGN,22714,TAR,tarijense,"-214,166",2125S,-64.5,06430W,D. Tarija,P. Cercado,BOL,42 km from Tarija to entre Rios,3/27/1980,2300,24
855,CGN,18198,TAR,tarijense,"-214,166",2125S,-64.5,06430W,D. Tarija,P. Cercado,BOL,42 km from Tarija to entre Rios,3/27/1980,2280,24
856,CGN,960807,TAR,tarijense,NULL,NULL,NULL,NULL,NULL,NULL,ARG,NULL,NULL,NULL,24
857,CGN,960805,TAR,tarijense,-19.1,1906S,"-652,333",06514W,D. Chuquisaca,P. Oropeza,BOL,"Tambakasa, 16 km from Sucre on Zudanez road",3/4/1971,2850,24
858,CGN,960806,TAR,tarijense,"-193,333",1920S,"-651,666",06510W,D. Potosi,P. Saavedra,BOL,"On the road to Potosi,  84 km from Sucre, 0.5 km before the village. 0.5 km before Retiro",3/6/1971,2750,24
859,CGN,17975,TAR,tarijense,-22.6,2236S,"-651,166",06507W,P. Salta,D. Iruya,ARG,Salta.  Rio Nazaneno,2/15/1970,2550,24
860,CGN,961432,TAR,tarijense,-22.25,2215S,-65.05,06503W,P. Salta,D. Santa Victoria,ARG,km 3  rodeopampa,3/6/1971,2300,24
861,CGN,17924,ACL,acaule,-22.25,2215S,"-650,666",06504W,P. Salta,D. Santa Victoria,ARG,"Rodeopampa, 14.5 KM Santa Victoria to Abra de Lizoite",3/6/1971,2850,48
862,CGN,21337,TAR,tarijense,-22.25,2215S,"-649,666",06458W,P. Salta,D. Santa Victoria,ARG,Beside the track S of Rio Santa Victoria going towards Meson,3/9/1971,2200,24
863,CGN,23795,TAR,tarijense,-22.2,2212S,"-649,333",06456W,P. Salta,D. Santa Victoria,ARG,Chojo,3/9/1971,2350,24
864,CGN,961736,TAR,tarijense,-22.25,2215S,"-648,833",06453W,P. Salta,D. Santa Victoria,ARG,Quebrada de la Soledad,3/9/1971,2250,24
865,CGN,17976,TAR,tarijense,-22.2,2212S,-64.95,06457W,P. Salta,D. Santa Victoria,ARG,"7 km N of Santa Victoria to Pucara, last hill before Pucara",3/25/1971,2400,24
866,CGN,17974,TAR,tarijense,"-226,333",2238S,"-651,833",06511W,P. Salta,D. Iruya,ARG,NULL,NULL,3050,24
867,CGN,17977,TAR,tarijense,-22.25,2215S,NULL,NULL,P. Salta,D. Santa Victoria,ARG,NULL,NULL,2200,24
868,CGN,18107,TAR,tarijense,"-251,833",2511S,-65.8,06548W,P. Salta,D. Chicoana,ARG,"2km arriba de Escoipe, ruta nac.59, km 40",4/8/1974,2100,24
869,CGN,961128,TAR,tarijense,"-251,833",2511S,-65.8,06548W,P. Salta,D. Chicoana,ARG,"Route 59, km 40, 2 km W of Escoipe, near the finca Maray. Quebrada",3/19/1973,2100,24
870,CGN,17978,TAR,tarijense,"-222,666",2216S,"-649,666",06458W,P. Salta,D. Santa Victoria,ARG,"Santa Victoria, ravine of Rio Acoite",4/24/1974,2560,24
871,CGN,17979,TAR,tarijense,"-222,666",2216S,"-649,666",06458W,P. Salta,D. Santa Victoria,ARG,"Santa Victoria, ravine of Rio Negrohuaico. 400 m Quebrada arriba",4/24/1974,2560,24
872,CGN,961441,TAR,tarijense,"-222,666",2216S,"-649,666",06458W,P. Salta,D. Santa Victoria,ARG,"Santa Victoria,ravine of Rio Negrohuaico.400M Quebrada Arriba 5M Oka",4/24/1974,2560,24
873,CGN,17980,TAR,tarijense,"-222,666",2216S,"-649,666",06458W,P. Salta,D. Santa Victoria,ARG,"Quebrada del Rio Negrohuaico, 400 m quebrada arriba",4/24/1974,2560,24
874,CGN,21338,TAR,tarijense,"-222,666",2216S,"-649,666",06458W,P. Salta,D. Santa Victoria,ARG,"Santa Victoria, quebrada del Rio Hegrohuaica, 50 m from mouth of Santa Vic",4/24/1974,2560,24
875,CGN,17981,TAR,tarijense,"-222,666",2216S,"-649,666",06458W,P. Salta,D. Santa Victoria,ARG,Quebrada del Rio Negrohuaico Salta.  10 m from mouth of Rio Negrohuaico,4/24/1974,2560,24
876,CGN,961449,TAR,tarijense,"-222,666",2216S,-64.95,06457W,P. Salta,D. Santa Victoria,ARG,Path from Santa Victoria to Papachicra,4/21/1976,2900,24
877,CGN,17982,TAR,tarijense,-22.35,2221S,"-651,833",06511W,P. Salta,D. Santa Victoria,ARG,Path from Santa Victoria to Corral Blanco.A 500 m de Oka 6238(76053),4/22/1976,2200,24
878,CGN,961451,TAR,tarijense,"-222,666",2216S,"-649,833",06459W,P. Salta,D. Santa Victoria,ARG,Santa Victoria,5/6/1976,2500,24
879,CGN,962690,TAR,tarijense,"-182,833",1817S,-65.25,06515W,D. Cochabamba,P. Campero,BOL,"16km S of town square of Aiquile, drive W, across river, to town of Pabellon Mayu, walk S, up stream",1/14/1994,2210,24
880,CGN,18335,PNT,pinnatisectum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,24
881,CGN,22722,TRF,trifidum,NULL,NULL,NULL,NULL,E. Michoacan,NULL,MEX,NULL,NULL,NULL,24
882,CGN,22371,TRF,trifidum,19.55,1933N,"-103,633",10338W,E. Jalisco,NULL,MEX,"NE slope of Nevado de Colima, 13 km from turn to Toliman, Los Alpes",9/22/1958,2300,24
883,CGN,22877,TBR,tuberosum,NULL,NULL,NULL,NULL,NULL,NULL,CHL,NULL,NULL,NULL,48
884,CGN,962368,TBR,tuberosum,NULL,NULL,NULL,NULL,NULL,NULL,CHL,NULL,NULL,NULL,48
885,CGN,960305,ADG,tuberosum andigena,NULL,NULL,NULL,NULL,NULL,NULL,PER,NULL,NULL,NULL,48
886,CGN,20610,ADG,tuberosum andigena,"-193,833",1923S,-65.9,06554W,D. Potosi,P. Frias,BOL,50km from Potosi to Oruro.,4/1/1980,3480,48
887,CGN,20614,ADG,tuberosum andigena,-16.55,1633S,"-690,166",06901W,D. La Paz,P. Ingavi,BOL,3km from Desaguadero to Guaqui.,3/22/1980,3800,48
888,CGN,23055,ADG,tuberosum andigena,"-162,666",1616S,"-679,666",06758W,D. La Paz,P. Murillo,BOL,44km from toll-block La Paz to Unduavi (Unduavi junction).,2/19/1980,3250,48
889,CGN,960441,ADG,tuberosum andigena,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,48
890,CGN,18353,TUQ,tuquerrense,"10,833",0105N,"-776,166",07737W,D. Narino,NULL,COL,103 km from Pasto and 30 km from Tuquerres on the road from Pasto,8/31/1965,3150,48
891,CGN,18364,SPEC,species,"-196,333",1938S,"-645,833",06435W,D. Chuquisaca,P. Azurduy,BOL,115.2km N of Azurduy,1/17/1994,3440,48
892,CGN,18369,UGT,ugentii,"-197,333",1944S,"-645,833",06435W,D. Chuquisaca,P. Azurduy,BOL,"113 km N of Azurduy, 20 km N of Cruz Kasa",3/7/1993,3730,48
893,CGN,18324,VLR,velardei,-13.45,1327S,"-737,166",07343W,D. Apurimac,P. Abancay,PER,Vecinity of Chirhuay,NULL,2600,24
894,CGN,17761,VNT,venturii,NULL,NULL,NULL,NULL,P. Tucuman,D. Tafi del Valle,ARG,Valle Viscacka,NULL,NULL,24
895,CGN,17762,VRN,vernei,NULL,NULL,NULL,NULL,NULL,NULL,ARG,NULL,NULL,NULL,24
896,CGN,961508,VNT,venturii,"-236,333",2338S,NULL,NULL,P. Jujuy,D. Tilcara,ARG,Tilcara,3/23/1972,NULL,24
897,CGN,22728,VRN,vernei,"-251,666",2510S,"-658,333",06550W,P. Salta,D. Chicoana,ARG,"Cuesta del Obispo, Quebrada La Sirena, 4km arriba pie de la cuesta, ruta59",4/8/1974,2600,24
898,CGN,18111,VRN,vernei,"-267,666",2646S,"-657,666",06546W,P. Tucuman,D. Tafi del Valle,ARG,"Quebrada a la altura del km 83, ruta 307 y 2km sur del camino",4/11/1974,2900,24
899,CGN,21350,VRN,vernei,"-267,666",2646S,"-657,666",06546W,P. Tucuman,D. Tafi del Valle,ARG,"Quebrada a la altura del km 83, ruta 307 y 2km sur del camino",4/11/1974,2900,24
900,CGN,22345,VRN,vernei,NULL,NULL,NULL,NULL,NULL,NULL,ARG,NULL,NULL,NULL,24
901,CGN,18112,VRN,vernei,NULL,NULL,NULL,NULL,NULL,NULL,ARG,NULL,NULL,NULL,24
902,CGN,18114,VRN,vernei,"-221,166",2207S,"-650,333",06502W,P. Salta,D. Santa Victoria,ARG,"400 m above the Ravine Yahuaico, by the rio Santa Cruz",4/26/1974,3140,24
903,CGN,23039,VRN,vernei,"-221,166",2207S,"-650,333",06502W,P. Salta,D. Santa Victoria,ARG,"10 km N of Santa Cruz,Quebrada de Santa Cruz.1km Q.arriba de Oka 5924",4/26/1974,3300,24
904,CGN,18278,VRN,vernei,-23.6,2336S,"-651,833",06511W,P. Jujuy,D. Tilcara,ARG,"Piscuno, about three hours above El Durazno by mule",4/13/1983,3100,24
905,CGN,17836,VRN,vernei,NULL,NULL,NULL,NULL,P. Jujuy,D. Tilcara,ARG,"Quebrada del Chorro, de San Antonio hasta Huaca Corral",3/24/1952,3000,24
906,CGN,17992,BAL,vernei ballsii,-23.6,2336S,"-651,333",06508W,P. Jujuy,D. Tilcara,ARG,"Huairahuasi, Casa Colorada - Molulo road",3/21/1972,3200,24
907,CGN,17993,BAL,vernei ballsii,-23.6,2336S,"-651,333",06508W,P. Jujuy,D. Tilcara,ARG,"Huairahuasi, Casa Colorado - Molulo road, 50 m from OKA 4363 en ladera",3/21/1972,3200,24
908,CGN,17994,BAL,vernei ballsii,"-231,666",2310S,-64.95,06457W,P. Salta,D. Oran,ARG,"Cueva, road to Abra de Zente and Santa Cruz. A 500 m DE 4476",3/31/1972,3600,24
909,CGN,22326,VER,verrucosum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,24
910,CGN,22374,VER,verrucosum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,24
911,CGN,17764,VER,verrucosum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,24
912,CGN,20567,VER,verrucosum,"253,666",2522N,-100.55,10033W,E. Coahuila,NULL,MEX,"near Saltillo, Canon de los Lirios, 37 miles from Saltillo, N. facing slope",8/22/1958,3300,24
913,CGN,NULL,VER,verrucosum,19.24,19?24 N,-101.36,101?36 W,E. Michoacan,NULL,MEX,"7 miles beyond Opopeo, km 51 on Quiroga-Tacambaro road.",NULL,2950,24
914,CGN,17769,VER,verrucosum,19.4,1924N,-101.6,10136W,E. Michoacan,NULL,MEX,"7 miles beyond Opopeo, km 51 on the Quirogo-Tacambaro road",9/20/1958,2950,24
915,CGN,17765,VER,verrucosum,19.4,1924N,-101.6,10136W,E. Michoacan,NULL,MEX,"7 miles beyond Opopeo, km 51 on Quirogo-Tacambaro road",9/20/1958,2950,24
916,CGN,17773,VER,verrucosum,19.55,1933N,"-103,633",10338W,E. Jalisco,NULL,MEX,"Nevado de Colima, Llanita de las Tepozas, NE slope of the mountain",9/23/1958,3100,24
917,CGN,17771,VER,verrucosum,19.55,1933N,"-103,633",10338W,E. Jalisco,NULL,MEX,"Nevado de Colima, W side, Tranquitas",9/23/1958,3200,24
918,CGN,17766,VER,verrucosum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,24
919,CGN,17770,VER,verrucosum,19.55,1933N,"-103,633",10338W,E. Jalisco,NULL,MEX,"Nevado de Colima, NE side, near Rancho Juan Martinez",9/23/1958,3250,24
920,CGN,17772,VER,verrucosum,"190,333",1902N,"-986,333",09838W,E. Puebla,NULL,MEX,Popocatepetl,8/31/1962,2838,24
921,CGN,960832,VER,verrucosum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,24
922,CGN,960833,VER,verrucosum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,24
923,CGN,20566,VER,verrucosum,NULL,NULL,NULL,NULL,NULL,NULL,MEX,NULL,NULL,NULL,24
924,CGN,18296,VIO,violaceimarmoratum,NULL,NULL,NULL,NULL,NULL,NULL,BOL,NULL,NULL,NULL,24
925,CGN,20647,VIO,violaceimarmoratum,"-173,333",1720S,"-657,666",06546W,D. Cochabamba,P. Chapare,BOL,"Road from Aguirre to Incachaca, taking left-hand turning for 2,5 km; 16,5 k",3/31/1980,3400,24
926,CGN,22878,VIO,violaceimarmoratum,-15.15,1509S,"-689,833",06859W,D. La Paz,P. Saavedra,BOL,"Caspichaca, 5 km before Chullina, between Mataro and Chullina",3/4/1978,3500,24
927,CGN,962448,VRG,virgultorum,"-176,166",1737S,"-664,666",06628W,D. Cochabamba,P. Arque,BOL,60 km from Cochabamba on old road to Oruro,3/9/1980,3175,24
928,CGN,17775,VRG,virgultorum,NULL,NULL,NULL,NULL,D. Cochabamba,P. Carrasco,BOL,104-5 km from Cochabamba on Santa Cruz road,3/18/1971,3000,24
929,CGN,962072,VRG,virgultorum,-17.05,1703S,-67.3,06718W,D. La Paz,P. Inquisivi,BOL,"73 km from Panduro to Quime, 5 km after Huanacota",3/25/1980,3910,24
930,CGN,20615,VRG,virgultorum,-17.05,1703S,-67.3,06718W,D. La Paz,P. Inquisivi,BOL,"74 km from Panduro to Quime, 6 km after Huanacota",3/25/1980,3800,24
931,CGN,962077,VRG,virgultorum,"-169,833",1659S,-67.2,06712W,D. La Paz,P. Inquisivi,BOL,12.5 km from Quime to Inquisivi (Calasaya Villaga),3/26/1980,2930,24
932,CGN,20652,VRG,virgultorum,NULL,NULL,NULL,NULL,NULL,NULL,BOL,NULL,NULL,NULL,24
933,CGN,18262,SPEC,species,NULL,NULL,NULL,NULL,NULL,NULL,PER,NULL,NULL,NULL,24
934,CGN,18336,YUN,yungasense,NULL,NULL,NULL,NULL,NULL,NULL,BOL,NULL,NULL,NULL,24
935,CGN,20677,YUN,yungasense,NULL,NULL,NULL,NULL,D. La Paz,NULL,BOL,NULL,3/20/1993,NULL,24
936,CGN,20676,YUN,yungasense,NULL,NULL,NULL,NULL,D. La Paz,NULL,BOL,NULL,3/20/1993,NULL,24
937,CGN,17688,DPH,bulbocastanum dolichophyllum,19.7,1942N,"-103,516",10331W,E. Jalisco,NULL,MEX,Cuidad Guzman,NULL,NULL,24
938,CGN,18323,BUK,bukasovii,NULL,NULL,NULL,NULL,D. Apurimac,P. Abancay,PER,NULL,NULL,3800,24
939,CGN,18189,BER,berthaultii,"-194,333",1926S,"-652,166",06513W,D. Potosi,P. Saavedra,BOL,89 km from Potosi to Sucre,3/5/1980,2950,24
940,CGN,23508,BER,berthaultii,"-194,166",1925S,"-647,833",06447W,D. Chuquisaca,P. Yamparaez,BOL,43 km from Tarabuco to Sotomayor via Icla,3/13/1980,2500,24
941,CGN,18267,BER,berthaultii,-18.25,1815S,"-652,833",06517W,D. Cochabamba,P. Campero,BOL,"17 km from Aiquile turn W to Sucre, Novillero, 13 km from junction",2/22/1980,2420,24
942,CGN,20642,BER,berthaultii,"-179,833",1759S,"-652,333",06514W,D. Cochabamba,P. Mizque,BOL,"37 km from Aiquile on the road to Misque, just before the river crossing",2/23/1980,2000,24
943,CGN,17716,BER,berthaultii,"-190,333",1902S,"-652,833",06517W,D. Chuquisaca,P. Oropeza,BOL,"On Cochabamba road at Serpas, 30 km from Sucre",3/8/1971,2050,24
944,CGN,23477,BER,berthaultii,NULL,NULL,NULL,NULL,D. Chuquisaca,P. Zudanez,BOL,Road from Zudanez to Airampo via Calle-Calle,3/7/1959,2700,24
945,CGN,17689,BLB,bulbocastanum,19.35,1921N,-99.2,09912W,E. Distrito Federal,NULL,MEX,"Pedregal de San Angel, Ciudad Universitaria",10/1/1958,NULL,24
946,CGN,22367,BLB,bulbocastanum,"192,166",1913N,-98.8,09848W,E. Mexico,NULL,MEX,"Road from AmecaFmeca to Chalco, Tlalmanalco",10/1/1958,2400,24
947,CGN,960634,BLB,bulbocastanum,"194,833",1929N,-98.9,09854W,E. Mexico,NULL,MEX,"Near Texcoco, Chapingo, Casas Antiguas",10/1/1958,2200,24
948,CGN,23010,BLB,bulbocastanum,NULL,NULL,NULL,NULL,E. Mexico,NULL,MEX,"395- Mexico, Amecameca-Chalco road, Tlalmanalco",NULL,NULL,24
949,CGN,23074,BLB,bulbocastanum,"157,666",1546N,-91.5,09130W,D. Huehuetenango,NULL,GTM,"along 9N, at junction of entrance to Huehuetenango, 50-200 m W of road",9/18/1995,2000,24
950,CGN,22732,BLB,bulbocastanum,"153,166",1519N,"-915,166",09131W,D. Huehuetenango,NULL,GTM,"3.1 km NW of the road entrance to Huehuetenango, on Rt. CA1, 200 m uphill",10/18/1995,1900,24
951,CGN,20592,CAN,canasense,NULL,NULL,NULL,NULL,NULL,NULL,PER,NULL,NULL,NULL,24
952,CGN,18072,CAN,canasense,NULL,NULL,NULL,NULL,NULL,NULL,PER,NULL,NULL,NULL,24
953,CGN,23007,CAN,canasense,"-134,666",1328S,"-719,166",07155W,D. Cusco,P. Fort Pucara,PER,4 km from Cuzco on the road to Pisac,2/26/1958,3600,24
954,CGN,18283,CAN,canasense,NULL,NULL,NULL,NULL,D. Puno,NULL,PER,NULL,NULL,NULL,24
955,CGN,21305,BUK,bukasovii,-13.65,1339S,"-733,833",07323W,D. Apurimac,P. Andahuaylas,PER,"Road to Andahuaylas, 82.5 km from Abancay",4/18/1971,3900,24
956,CGN,18295,GIG,microdontum gigantophyllum,NULL,NULL,NULL,NULL,P. Tucuman,NULL,ARG,La Banderita,NULL,NULL,24
957,CGN,23511,GIG,microdontum gigantophyllum,"-214,166",2125S,-64.4,06424W,D. Tarija,P. Cercado,BOL,60 km from Tarija to Entre Rios,3/27/1980,2270,24
958,CGN,20646,MCD,microdontum,"-194,166",1925S,"-642,666",06416W,D. Chuquisaca,P. Jaime Mendoza,BOL,"110 km from Monteagudo on the road to Padilla, 1 km from Llequepampa",3/24/1980,2500,24
959,CGN,18047,MCD,microdontum,"-239,166",2355S,"-654,166",06525W,P. Jujuy,D. Tumbaya,ARG,"Volcan, western slopes of Cordillera on E side of Quebrada Grande",3/9/1966,3080,24
960,CGN,20586,GIG,microdontum gigantophyllum,-22.3,2218S,-64.7,06442W,P. Salta,D. Santa Victoria,ARG,road from Los Toldos to Lipeo. KM 4,3/14/1971,1550,24
961,CGN,18048,GIG,microdontum gigantophyllum,"-273,166",2719S,"-659,333",06556W,P. Tucuman,D. Chicligasta,ARG,"Route 65, Hill of Clavillo",3/24/1967,1500,24
962,CGN,17597,GIG,microdontum gigantophyllum,-25.15,2509S,-65.75,06545W,P. Salta,D. Chicoana,ARG,"La Zanja, Quebrada de Escoipe. Camino La Zanja a 6 km del cruce ruta 59",3/19/1973,2360,24
963,CGN,18049,GIG,microdontum gigantophyllum,-25.15,2509S,"-656,333",06538W,P. Salta,D. Chicoana,ARG,"Quebrada de Escoipe, Agua Negra, route 59",4/2/1973,1800,24
964,CGN,18084,GIG,microdontum gigantophyllum,"-221,333",2208S,"-650,333",06502W,P. Salta,D. Santa Victoria,ARG,"Quebrada de Santa Cruz, 2km n de Sta Cruz, finca de Cipriano Luna",4/26/1974,3000,24
965,CGN,18003,GIG,microdontum gigantophyllum,"-223,333",2220S,"-650,333",06502W,P. Salta,D. Santa Victoria,ARG,Path from San Felipe to Trigohuaico.  Quebrada del Rio S.F,5/7/1976,3000,24
966,CGN,18067,GIG,microdontum gigantophyllum,"-227,666",2246S,"-652,333",06514W,P. Salta,D. Iruya,ARG,"San Isidro valley, 6 km nw of Iruya",4/25/1978,3050,24
967,CGN,22372,GIG,microdontum gigantophyllum,NULL,NULL,NULL,NULL,P. Salta,D. Iruya,ARG,Between San Pedro and Rodeo Colorado,4/6/1952,2800,24
968,CGN,21367,nig,nigrum,"99,333",0956N,"-838,833",08353W,P. Cartago,NULL,CRI,"1km N of Potrero Cerrado on road to Volcan Irazu, next to bridge over stream.",12/13/1996,2450,72
969,CGN,22703,VNT,venturii,-25.15,2509S,"-658,666",06552W,P. Salta,D. Chicoana,ARG,"Escoipe-Cachi road, Cuesta del Obispo, 15.6 km from Piedra Molino",3/6/1966,2700,24
970,CGN,20599,OKA,okadae,-17,1700S,"-672,333",06714W,D. La Paz,P. Inquisivi,BOL,7 km from Quime to Licoma,2/25/1980,2820,24
971,CGN,17738,BUK,bukasovii,-13.65,1339S,"-734,666",07328W,D. Apurimac,P. Andahuaylas,PER,"Ayacucho road above Rio Pampas, 12 km below Chincheros",4/18/1971,2600,24
972,CGN,18099,SPL,sparsipilum,"-190,833",1905S,-65.25,06515W,D. Chuquisaca,P. Oropeza,BOL,"Loman Punta, 10 km from Sucre to Zudanez",3/26/1974,2800,24
973,CGN,22702,SPL,sparsipilum,"-175,666",1734S,"-657,666",06546W,D. Cochabamba,P. Arani,BOL,1 km past Arani on the road to Mizque,2/16/1971,2700,24
974,CGN,18052,SPEC,species,NULL,NULL,NULL,NULL,D. Cusco,P. Cusco,PER,"15 km from Cusco to Puno, Saylla",4/12/1971,3150,24
975,CGN,18094,SPL,sparsipilum,"-173,833",1723S,-66.25,06615W,D. Cochabamba,P. Quillacollo,BOL,"4 km ne of Quillacollo, Llaoquinquire",3/22/1974,2600,24
976,CGN,17822,RAP,raphanifolium,"-196,166",1937S,-65.75,06545W,D. Potosi,P. Frias,BOL,Near Potosi. lower part of Cerro Potosi,3/1/1959,4100,24
977,CGN,22315,SPL,sparsipilum,"-133,333",1320S,"-721,166",07207W,D. Cusco,P. Urubamba,PER,"Pumahuanca, Urubamba Valley",4/21/1959,2900,24
978,CGN,18131,SPL,sparsipilum,"-171,166",1707S,"-676,833",06741W,D. La Paz,P. Loayza,BOL,31 km from Pata Camaya to Luribay,2/29/1980,3980,24
979,CGN,18110,VRN,vernei,NULL,NULL,NULL,NULL,NULL,NULL,ARG,NULL,NULL,NULL,24
980,CGN,21315,VRN,vernei,"-267,666",2646S,-65.75,06545W,P. Tucuman,D. Tafi del Valle,ARG,"Near Infiernillo, on the road from Tafi del Valle to Cafayate",2/15/1966,2850,24
981,CGN,17995,VRN,vernei,"-267,666",2646S,"-657,666",06546W,P. Tucuman,D. Tafi del Valle,ARG,"Route 307, km 83, about 2 km S of the road. Infiernillo",4/11/1974,2900,24
982,CGN,18113,VRN,vernei,-22.2,2212S,"-651,666",06510W,P. Salta,D. Santa Victoria,ARG,"Lizoite, 15 km del cruce on route 5",4/23/1974,3400,24
983,CGN,18115,VRN,vernei,"-221,166",2207S,"-650,333",06502W,P. Salta,D. Santa Victoria,ARG,"7 km N of Santa Cruz, Quebrada de Santa Cruz. 10 M de Oka 5920",4/26/1974,3280,24
984,CGN,23516,VRN,vernei,"-251,666",2510S,"-658,666",06552W,P. Salta,D. Chicoana,ARG,"Cuesta del Obispo, Valle Encantado",3/20/1983,3450,24
985,CGN,18277,VRN,vernei,-23.6,2336S,"-651,833",06511W,P. Jujuy,D. Tilcara,ARG,Puesto Yusto above El Durazno,4/12/1983,3350,24
986,CGN,963094,VRN,vernei,NULL,NULL,NULL,NULL,P. Tucuman,NULL,ARG,NULL,NULL,NULL,24
